日期,总收入,昨日日税前总收入,税前总收入环比昨日,上周税前总收入,税前总收入同比上周,截止当日的月日均收入(美元),上个月的全月日均收入(美元),月日均值同比上个月,截止当日的本季度总收入(人民币),当日双端税前金币收入,昨日日双端税前金币收入,双端税前金币收入环比昨日,上周双端税前金币收入,双端税前金币收入同比上周,当日web充值收入,当日web充值收入占比,昨日web充值收入,web充值收入环比昨日,上周web充值收入,web充值收入同比上周,当日双端税前订阅收入,昨日双端税前订阅收入,双端税前订阅收入环比昨日,上周双端税前订阅收入,双端税前订阅收入同比上周,当日广告收入,昨日广收入,广告收入环比昨日,上周的广告收入,广告收入同比上周,上个月同期税前总收入,税前总收入环比上个月,上个月同期月日均值(美元),截止昨天月日均值同比上个月同期月日均值
2025-05-26,104028.15,89488.82,0.1625,89683.15,0.16,86813.71,85998.27,0.0095,34585297.11,29283.49,23966.18,0.2219,35985.08,-0.1862,70674.54,0.6794,61589.95,0.1475,49902.41,0.4163,3033.54,2852.12,0.0636,2853.9,0.0629,1036.58,1080.57,-0.0407,941.76,0.1007,85319.09,0.2193,85688.41,0.0131
2025-05-27,78941.67,104028.15,-0.2412,75731.87,0.0424,86522.15,85998.27,0.0061,35149730.05,20156.57,29283.49,-0.3117,22511.6,-0.1046,54984.16,0.6965,70674.54,-0.222,49217.61,0.1172,2772.92,3033.54,-0.0859,3038.24,-0.0873,1028.03,1036.58,-0.0082,964.41,0.066,66897.31,0.18,84992.44,0.018
2025-05-28,59217.1,78941.67,-0.2499,67234.31,-0.1192,85546.97,85998.27,-0.0052,35573132.32,13906.28,20156.57,-0.3101,21598.96,-0.3562,41467.24,0.7003,54984.16,-0.2458,41686.71,-0.0053,2833.91,2772.92,0.022,2977.07,-0.0481,1009.67,1028.03,-0.0179,971.58,0.0392,83404.56,-0.29,84935.73,0.0072
2025-05-29,62020.94,59217.1,0.0473,55524.35,0.117,84735.73,85998.27,-0.0147,36016582.04,12435.96,13906.28,-0.1057,14219.14,-0.1254,44731.86,0.7212,41467.24,0.0787,37632.37,0.1887,3917.79,2833.91,0.3825,2690.44,0.4562,935.33,1009.67,-0.0736,982.4,-0.0479,75963.8,-0.1835,84626.36,0.0013
2025-05-30,113398.48,62020.94,0.8284,82761.67,0.3702,85691.15,85998.27,-0.0036,36827381.17,28730.81,12435.96,1.3103,20839.53,0.3787,80925.76,0.7136,44731.86,0.8091,58378.75,0.3862,2834.64,3917.79,-0.2765,2548.85,0.1121,907.26,935.33,-0.03,994.54,-0.0878,125783.77,-0.0985,85998.27,-0.0036
2025-05-31,97486.9,113398.48,-0.1403,69485.35,0.403,86071.66,85998.27,0.0009,37524412.51,27628.26,28730.81,-0.0384,15600.47,0.771,65721.93,0.6742,80925.76,-0.1879,49683.93,0.3228,3161.02,2834.64,0.1151,3119.04,0.0135,975.69,907.26,0.0754,1081.92,-0.0982,125783.77,-0.225,85998.27,0.0009
2025-06-01,164884.35,97486.9,0.6913,89488.82,0.8425,164884.35,86071.66,0.9157,38703335.61,81673.79,27628.26,1.9562,23966.18,2.4079,77886.4,0.4724,65721.93,0.1851,61589.95,0.2646,4269.73,3161.02,0.3507,2852.12,0.497,1054.43,975.69,0.0807,1080.57,-0.0242,218206.02,-0.2444,218206.02,-0.2444
2025-06-02,105458.66,164884.35,-0.3604,104028.15,0.0138,135171.51,86071.66,0.5705,39457365.03,34755.87,81673.79,-0.5745,29283.49,0.1869,62466.49,0.5923,77886.4,-0.198,70674.54,-0.1161,7242.76,4269.73,0.6963,3033.54,1.3876,993.54,1054.43,-0.0577,1036.58,-0.0415,122626.01,-0.14,170416.02,-0.2068
2025-06-03,88861.04,105458.66,-0.1574,78941.67,0.1257,119734.68,86071.66,0.3911,40092721.47,36920.45,34755.87,0.0623,20156.57,0.8317,46458.72,0.5228,62466.49,-0.2563,54984.16,-0.1551,4519.23,7242.76,-0.376,2772.92,0.6298,962.64,993.54,-0.0311,1028.03,-0.0636,93620.45,-0.0508,144817.49,-0.1732
2025-06-04,91262.13,88861.04,0.027,59217.1,0.5411,112616.55,86071.66,0.3084,40745245.7,31198.81,36920.45,-0.155,13906.28,1.2435,55549.14,0.6087,46458.72,0.1957,41467.24,0.3396,3580.27,4519.23,-0.2078,2833.91,0.2634,933.91,962.64,-0.0298,1009.67,-0.075,85565.16,0.0666,130004.41,-0.1337
